NM_REGIAO,CD_UF,NM_UF,SIGLA,CD_MUN,NM_MUN,AREA_TOT,AREA_INT,PERC_INT,LAT_SEDE,LNG_SEDE,SEDE_AL,,,,
Norte,15,Pará,PA,1504901,Muaná,"3.763,34","3.763,34",100,"-1,53","-49,22",sim,,,,
Norte,15,Pará,PA,1504950,Nova Esperança do Piriá,"2.808,20","2.808,20",100,"-2,27","-46,97",sim,,,,
Norte,15,Pará,PA,1504976,Nova Ipixuna,"1.564,18","1.564,18",100,"-4,92","-49,07",sim,,,,
Norte,15,Pará,PA,1505007,Nova Timboteua,"489,85","489,85",100,"-1,21","-47,39",sim,,,,
Norte,15,Pará,PA,1505031,Novo Progresso,"38.162,00","38.162,00",100,"-7,04","-55,41",sim,,,,
Norte,15,Pará,PA,1505064,Novo Repartimento,"15.398,72","15.398,72",100,"-4,25","-49,95",sim,,,,
Norte,15,Pará,PA,1505106,Óbidos,"28.011,04","28.011,04",100,"-1,92","-55,52",sim,,,,
Norte,15,Pará,PA,1505205,Oeiras do Pará,"3.852,29","3.852,29",100,"-2,00","-49,86",sim,,,,
Norte,15,Pará,PA,1505304,Oriximiná,"107.613,84","107.613,84",100,"-1,77","-55,87",sim,,,,
Norte,15,Pará,PA,1505403,Ourém,"561,71","561,71",100,"-1,55","-47,11",sim,,,,
Norte,15,Pará,PA,1505437,Ourilândia do Norte,"14.410,57","14.410,57",100,"-6,75","-51,08",sim,,,,
Norte,15,Pará,PA,1505486,Pacajá,"11.832,32","11.832,32",100,"-3,84","-50,64",sim,,,,
Norte,15,Pará,PA,1505494,Palestina do Pará,"984,36","984,36",100,"-5,74","-48,32",sim,,,,
Norte,15,Pará,PA,1505502,Paragominas,"19.342,57","19.342,56",100,"-3,00","-47,35",sim,,,,
Norte,15,Pará,PA,1505536,Parauapebas,"6.885,79","6.885,79",100,"-6,07","-49,91",sim,,,,
Norte,15,Pará,PA,1505551,Pau D'Arco,"1.671,42","1.671,42",100,"-7,83","-50,04",sim,,,,
Norte,15,Pará,PA,1505601,Peixe-Boi,"450,22","450,22",100,"-1,19","-47,31",sim,,,,
Norte,15,Pará,PA,1505635,Piçarra,"3.312,71","3.312,71",100,"-6,45","-48,87",sim,,,,
Norte,15,Pará,PA,1505650,Placas,"7.173,19","7.173,19",100,"-3,87","-54,22",sim,,,,
Norte,15,Pará,PA,1505700,Ponta de Pedras,"3.363,75","3.363,75",100,"-1,39","-48,87",sim,,,,
Norte,15,Pará,PA,1505809,Portel,"25.384,96","25.384,96",100,"-1,94","-50,81",sim,,,,
Norte,15,Pará,PA,1505908,Porto de Moz,"17.423,02","17.423,02",100,"-1,75","-52,24",sim,,,,
Norte,15,Pará,PA,1506005,Prainha,"14.786,95","14.786,95",100,"-1,81","-53,48",sim,,,,
Norte,15,Pará,PA,1506104,Primavera,"258,60","258,60",100,"-0,94","-47,12",sim,,,,
Norte,15,Pará,PA,1506112,Quatipuru,"302,94","302,94",100,"-0,90","-47,00",sim,,,,
Norte,15,Pará,PA,1506138,Redenção,"3.823,81","3.823,81",100,"-8,04","-50,04",sim,,,,
Norte,15,Pará,PA,1506161,Rio Maria,"4.114,63","4.114,63",100,"-7,31","-50,04",sim,,,,
Norte,15,Pará,PA,1506187,Rondon do Pará,"8.246,39","8.246,39",100,"-4,77","-48,07",sim,,,,
Norte,15,Pará,PA,1506195,Rurópolis,"7.021,32","7.021,32",100,"-4,10","-54,91",sim,,,,
Norte,15,Pará,PA,1506203,Salinópolis,"226,12","226,12",100,"-0,61","-47,36",sim,,,,
Norte,15,Pará,PA,1506302,Salvaterra,"918,56","918,56",100,"-0,75","-48,51",sim,,,,
Norte,15,Pará,PA,1506351,Santa Bárbara do Pará,"278,15","278,15",100,"-1,22","-48,30",sim,,,,
Norte,15,Pará,PA,1506401,Santa Cruz do Arari,"1.076,65","1.076,65",100,"-0,66","-49,17",sim,,,,
Norte,15,Pará,PA,1506500,Santa Izabel do Pará,"717,66","717,66",100,"-1,30","-48,16",sim,,,,
Norte,15,Pará,PA,1506559,Santa Luzia do Pará,"1.346,50","1.346,50",100,"-1,52","-46,90",sim,,,,
Norte,15,Pará,PA,1506583,Santa Maria das Barreiras,"10.330,21","10.330,21",100,"-8,87","-49,71",sim,,,,
Norte,15,Pará,PA,1506609,Santa Maria do Pará,"457,72","457,72",100,"-1,35","-47,58",sim,,,,
Norte,15,Pará,PA,1506708,Santana do Araguaia,"11.591,44","11.591,44",100,"-9,33","-50,34",sim,,,,
Norte,15,Pará,PA,1506807,Santarém,"17.898,39","17.898,39",100,"-2,42","-54,71",sim,,,,
Norte,15,Pará,PA,1506906,Santarém Novo,"229,51","229,51",100,"-0,93","-47,40",sim,,,,
Norte,15,Pará,PA,1507003,Santo Antônio do Tauá,"537,62","537,62",100,"-1,15","-48,13",sim,,,,
Norte,15,Pará,PA,1507102,São Caetano de Odivelas,"464,17","464,17",100,"-0,75","-48,02",sim,,,,
Norte,15,Pará,PA,1507151,São Domingos do Araguaia,"1.392,46","1.392,46",100,"-5,55","-48,73",sim,,,,
Norte,15,Pará,PA,1507201,São Domingos do Capim,"1.686,77","1.686,76",100,"-1,67","-47,78",sim,,,,
Norte,15,Pará,PA,1507300,São Félix do Xingu,"84.212,90","84.212,90",100,"-6,64","-51,99",sim,,,,
Norte,15,Pará,PA,1507409,São Francisco do Pará,"479,44","479,44",100,"-1,17","-47,80",sim,,,,
Norte,15,Pará,PA,1507458,São Geraldo do Araguaia,"3.168,38","3.168,38",100,"-6,40","-48,57",sim,,,,
Norte,15,Pará,PA,1507466,São João da Ponta,"195,92","195,92",100,"-0,85","-47,92",sim,,,,
Norte,15,Pará,PA,1507474,São João de Pirabas,"668,43","668,43",100,"-0,77","-47,17",sim,,,,
Norte,15,Pará,PA,1507508,São João do Araguaia,"1.279,89","1.279,89",100,"-5,36","-48,79",sim,,,,
Norte,15,Pará,PA,1507607,São Miguel do Guamá,"1.094,56","1.094,56",100,"-1,63","-47,48",sim,,,,
Norte,15,Pará,PA,1507706,São Sebastião da Boa Vista,"1.632,25","1.632,25",100,"-1,72","-49,53",sim,,,,
Norte,15,Pará,PA,1507755,Sapucaia,"1.298,19","1.298,19",100,"-6,94","-49,70",sim,,,,
Norte,15,Pará,PA,1507805,Senador José Porfírio,"14.419,92","14.419,92",100,"-2,59","-51,96",sim,,,,
Norte,15,Pará,PA,1507904,Soure,"2.857,35","2.857,35",100,"-0,73","-48,52",sim,,,,
Norte,15,Pará,PA,1507953,Tailândia,"4.430,48","4.430,48",100,"-2,95","-48,95",sim,,,,
Norte,15,Pará,PA,1507961,Terra Alta,"204,97","204,97",100,"-1,04","-47,91",sim,,,,
Norte,15,Pará,PA,1507979,Terra Santa,"1.895,88","1.895,88",100,"-2,11","-56,49",sim,,,,
Norte,15,Pará,PA,1508001,Tomé-Açu,"5.145,36","5.145,36",100,"-2,42","-48,15",sim,,,,
Norte,15,Pará,PA,1508035,Tracuateua,"868,03","868,02",100,"-1,08","-46,90",sim,,,,
Norte,15,Pará,PA,1508050,Trairão,"11.991,09","11.991,09",100,"-4,70","-56,00",sim,,,,
Norte,15,Pará,PA,1508084,Tucumã,"2.512,59","2.512,59",100,"-6,75","-51,15",sim,,,,
Norte,15,Pará,PA,1508100,Tucuruí,"2.084,29","2.084,29",100,"-3,77","-49,67",sim,,,,
Norte,15,Pará,PA,1508126,Ulianópolis,"5.088,47","5.088,47",100,"-3,76","-47,50",sim,,,,
Norte,15,Pará,PA,1508159,Uruará,"10.791,41","10.791,41",100,"-3,72","-53,74",sim,,,,
Norte,15,Pará,PA,1508209,Vigia,"401,59","401,59",100,"-0,85","-48,14",sim,,,,
Norte,15,Pará,PA,1508308,Viseu,"4.972,90","4.972,90",100,"-1,21","-46,14",sim,,,,
Norte,15,Pará,PA,1508357,Vitória do Xingu,"3.089,54","3.089,54",100,"-2,88","-52,01",sim,,,,
Norte,15,Pará,PA,1508407,Xinguara,"3.779,35","3.779,35",100,"-7,11","-49,94",sim,,,,
Norte,16,Amapá,AP,1600055,Serra do Navio,"7.713,05","7.713,05",100,"0,90","-52,00",sim,,,,
Norte,16,Amapá,AP,1600105,Amapá,"8.454,85","8.454,85",100,"2,05","-50,79",sim,,,,
Norte,16,Amapá,AP,1600154,Pedra Branca do Amapari,"9.622,29","9.622,29",100,"0,78","-51,95",sim,,,,
Norte,16,Amapá,AP,1600204,Calçoene,"14.117,30","14.117,30",100,"2,49","-50,95",sim,,,,
Norte,16,Amapá,AP,1600212,Cutias,"2.179,11","2.179,11",100,"0,97","-50,80",sim,,,,
Norte,16,Amapá,AP,1600238,Ferreira Gomes,"4.973,86","4.973,86",100,"0,86","-51,18",sim,,,,
Norte,16,Amapá,AP,1600253,Itaubal,"1.622,87","1.622,87",100,"0,60","-50,70",sim,,,,
Norte,16,Amapá,AP,1600279,Laranjal do Jari,"30.783,00","30.783,00",100,"-0,84","-52,52",sim,,,,
Norte,16,Amapá,AP,1600303,Macapá,"6.563,85","6.563,85",100,"0,04","-51,05",sim,,,,
Norte,16,Amapá,AP,1600402,Mazagão,"13.294,78","13.294,78",100,"-0,12","-51,29",sim,,,,
Norte,16,Amapá,AP,1600501,Oiapoque,"23.034,39","23.034,39",100,"3,85","-51,84",sim,,,,
Norte,16,Amapá,AP,1600535,Porto Grande,"4.428,01","4.428,01",100,"0,71","-51,41",sim,,,,
Norte,16,Amapá,AP,1600550,Pracuúba,"4.948,51","4.948,51",100,"1,74","-50,79",sim,,,,
Norte,16,Amapá,AP,1600600,Santana,"1.541,22","1.541,22",100,"-0,04","-51,17",sim,,,,
Norte,16,Amapá,AP,1600709,Tartarugalzinho,"6.684,71","6.684,71",100,"1,51","-50,91",sim,,,,
Norte,16,Amapá,AP,1600808,Vitória do Jari,"2.508,98","2.508,98",100,"-0,93","-52,43",sim,,,,
Norte,17,Tocantins,TO,1700251,Abreulândia,"1.906,30","1.906,30",100,"-9,62","-49,15",sim,,,,
Norte,17,Tocantins,TO,1700301,Aguiarnópolis,"236,79","236,79",100,"-6,56","-47,48",sim,,,,
Norte,17,Tocantins,TO,1700350,Aliança do Tocantins,"1.581,00","1.581,00",100,"-11,31","-48,94",sim,,,,
Norte,17,Tocantins,TO,1700400,Almas,"4.007,15","4.007,15",100,"-11,57","-47,17",sim,,,,
Norte,17,Tocantins,TO,1700707,Alvorada,"1.207,20","1.207,20",100,"-12,48","-49,13",sim,,,,
Norte,17,Tocantins,TO,1701002,Ananás,"1.581,06","1.581,06",100,"-6,37","-48,07",sim,,,,
Norte,17,Tocantins,TO,1701051,Angico,"447,55","447,55",100,"-6,39","-47,86",sim,,,,
Norte,17,Tocantins,TO,1701101,Aparecida do Rio Negro,"1.159,03","1.159,03",100,"-9,95","-47,97",sim,,,,
Norte,17,Tocantins,TO,1701309,Aragominas,"1.168,21","1.168,21",100,"-7,17","-48,53",sim,,,,
Norte,17,Tocantins,TO,1701903,Araguacema,"2.774,51","2.774,50",100,"-8,81","-49,56",sim,,,,
Norte,17,Tocantins,TO,1702000,Araguaçu,"5.155,22","5.155,22",100,"-12,93","-49,83",sim,,,,
Norte,17,Tocantins,TO,1702109,Araguaína,"4.004,65","4.004,65",100,"-7,19","-48,21",sim,,,,
Norte,17,Tocantins,TO,1702158,Araguanã,"834,83","834,83",100,"-6,57","-48,64",sim,,,,
Norte,17,Tocantins,TO,1702208,Araguatins,"2.633,28","2.633,28",100,"-5,65","-48,12",sim,,,,
Norte,17,Tocantins,TO,1702307,Arapoema,"1.558,14","1.558,14",100,"-7,66","-49,06",sim,,,,
Norte,17,Tocantins,TO,1702406,Arraias,"5.803,09","5.803,09",100,"-12,93","-46,94",sim,,,,
Norte,17,Tocantins,TO,1702554,Augustinópolis,"388,81","388,81",100,"-5,47","-47,88",sim,,,,
Norte,17,Tocantins,TO,1702703,Aurora do Tocantins,"696,19","696,19",100,"-12,71","-46,41",sim,,,,
Norte,17,Tocantins,TO,1702901,Axixá do Tocantins,"153,54","153,54",100,"-5,62","-47,77",sim,,,,
Norte,17,Tocantins,TO,1703008,Babaçulândia,"1.790,30","1.790,30",100,"-7,20","-47,76",sim,,,,
Norte,17,Tocantins,TO,1703057,Bandeirantes do Tocantins,"1.540,54","1.540,54",100,"-7,76","-48,58",sim,,,,
Norte,17,Tocantins,TO,1703073,Barra do Ouro,"1.105,84","1.105,84",100,"-7,71","-47,67",sim,,,,
Norte,17,Tocantins,TO,1703107,Barrolândia,"697,76","697,76",100,"-9,83","-48,72",sim,,,,
Norte,17,Tocantins,TO,1703206,Bernardo Sayão,"924,05","924,04",100,"-7,88","-48,89",sim,,,,
Norte,17,Tocantins,TO,1703305,Bom Jesus do Tocantins,"1.326,95","1.326,95",100,"-8,97","-48,16",sim,,,,
Norte,17,Tocantins,TO,1703602,Brasilândia do Tocantins,"645,91","645,91",100,"-8,39","-48,48",sim,,,,
Norte,17,Tocantins,TO,1703701,Brejinho de Nazaré,"1.722,59","1.722,59",100,"-11,01","-48,56",sim,,,,
Norte,17,Tocantins,TO,1703800,Buriti do Tocantins,"252,73","252,73",100,"-5,32","-48,23",sim,,,,
Norte,17,Tocantins,TO,1703826,Cachoeirinha,"351,54","351,54",100,"-6,11","-47,92",sim,,,,
Norte,17,Tocantins,TO,1703842,Campos Lindos,"3.234,45","3.234,44",100,"-7,97","-46,81",sim,,,,
Norte,17,Tocantins,TO,1703867,Cariri do Tocantins,"1.126,29","1.126,29",100,"-11,89","-49,16",sim,,,,
Norte,17,Tocantins,TO,1703883,Carmolândia,"339,37","339,37",100,"-7,03","-48,40",sim,,,,
Norte,17,Tocantins,TO,1703891,Carrasco Bonito,"190,35","190,35",100,"-5,32","-48,04",sim,,,,
Norte,17,Tocantins,TO,1703909,Caseara,"1.680,01","1.680,01",100,"-9,27","-49,96",sim,,,,
Norte,17,Tocantins,TO,1704105,Centenário,"1.953,13","1.953,13",100,"-8,96","-47,33",sim,,,,
Norte,17,Tocantins,TO,1704600,Chapada de Areia,"658,56","658,56",100,"-10,14","-49,18",sim,,,,
Norte,17,Tocantins,TO,1705102,Chapada da Natividade,"1.640,83","1.640,83",100,"-11,62","-47,75",sim,,,,
Norte,17,Tocantins,TO,1705508,Colinas do Tocantins,"842,49","842,49",100,"-8,06","-48,48",sim,,,,
Norte,17,Tocantins,TO,1705557,Combinado,"208,79","208,79",100,"-12,82","-46,55",sim,,,,
Norte,17,Tocantins,TO,1705607,Conceição do Tocantins,"2.530,65","2.530,65",100,"-12,22","-47,30",sim,,,,
Norte,17,Tocantins,TO,1706001,Couto Magalhães,"1.584,20","1.584,20",100,"-8,36","-49,18",sim,,,,
Norte,17,Tocantins,TO,1706100,Cristalândia,"1.850,75","1.850,75",100,"-10,60","-49,19",sim,,,,
Norte,17,Tocantins,TO,1706258,Crixás do Tocantins,"983,77","983,77",100,"-11,10","-48,92",sim,,,,
Norte,17,Tocantins,TO,1706506,Darcinópolis,"1.641,77","1.641,77",100,"-6,71","-47,75",sim,,,,
Norte,17,Tocantins,TO,1707009,Dianópolis,"3.318,09","3.318,09",100,"-11,63","-46,82",sim,,,,
Norte,17,Tocantins,TO,1707108,Divinópolis do Tocantins,"2.358,28","2.358,28",100,"-9,80","-49,22",sim,,,,
Norte,17,Tocantins,TO,1707207,Dois Irmãos do Tocantins,"3.747,65","3.747,64",100,"-9,26","-49,07",sim,,,,
Norte,17,Tocantins,TO,1707306,Dueré,"3.420,66","3.420,66",100,"-11,34","-49,27",sim,,,,
Norte,17,Tocantins,TO,1707405,Esperantina,"506,18","506,17",100,"-5,37","-48,54",sim,,,,
Norte,17,Tocantins,TO,1707553,Fátima,"380,37","380,37",100,"-10,76","-48,90",sim,,,,
Norte,17,Tocantins,TO,1707652,Figueirópolis,"1.935,71","1.935,71",100,"-12,14","-49,17",sim,,,,
Norte,17,Tocantins,TO,1707702,Filadélfia,"1.991,26","1.991,26",100,"-7,34","-47,49",sim,,,,
Norte,17,Tocantins,TO,1708205,Formoso do Araguaia,"13.431,86","13.431,86",100,"-11,80","-49,53",sim,,,,
Norte,17,Tocantins,TO,1708254,Tabocão,"624,46","624,46",100,"-9,06","-48,53",sim,,,,
Norte,17,Tocantins,TO,1708304,Goianorte,"1.797,23","1.797,23",100,"-8,77","-48,93",sim,,,,
Norte,17,Tocantins,TO,1709005,Goiatins,"6.414,85","6.414,85",100,"-7,71","-47,32",sim,,,,
Norte,17,Tocantins,TO,1709302,Guaraí,"2.275,56","2.275,56",100,"-8,84","-48,51",sim,,,,
Norte,17,Tocantins,TO,1709500,Gurupi,"1.844,16","1.844,16",100,"-11,73","-49,06",sim,,,,
Norte,17,Tocantins,TO,1709807,Ipueiras,"821,15","821,15",100,"-11,24","-48,44",sim,,,,
Norte,17,Tocantins,TO,1710508,Itacajá,"3.047,20","3.047,20",100,"-8,39","-47,77",sim,,,,
Norte,17,Tocantins,TO,1710706,Itaguatins,"730,16","730,16",100,"-5,77","-47,48",sim,,,,
Norte,17,Tocantins,TO,1710904,Itapiratins,"1.246,35","1.246,35",100,"-8,38","-48,11",sim,,,,
Norte,17,Tocantins,TO,1711100,Itaporã do Tocantins,"969,79","969,79",100,"-8,57","-48,69",sim,,,,
Norte,17,Tocantins,TO,1711506,Jaú do Tocantins,"2.167,20","2.167,20",100,"-12,65","-48,59",sim,,,,
Norte,17,Tocantins,TO,1711803,Juarina,"483,45","483,45",100,"-8,12","-49,10",sim,,,,
Norte,17,Tocantins,TO,1711902,Lagoa da Confusão,"10.563,18","10.563,18",100,"-10,79","-49,62",sim,,,,
Norte,17,Tocantins,TO,1711951,Lagoa do Tocantins,"917,63","917,63",100,"-10,30","-47,56",sim,,,,
Norte,17,Tocantins,TO,1712009,Lajeado,"318,29","318,29",100,"-9,75","-48,36",sim,,,,
Norte,17,Tocantins,TO,1712157,Lavandeira,"468,01","468,01",100,"-12,79","-46,51",sim,,,,
Norte,17,Tocantins,TO,1712405,Lizarda,"5.716,64","5.716,64",100,"-9,60","-46,68",sim,,,,
Norte,17,Tocantins,TO,1712454,Luzinópolis,"281,54","281,54",100,"-6,19","-47,86",sim,,,,
Norte,17,Tocantins,TO,1712504,Marianópolis do Tocantins,"2.089,58","2.089,58",100,"-9,80","-49,66",sim,,,,
Norte,17,Tocantins,TO,1712702,Mateiros,"9.589,27","9.589,27",100,"-10,55","-46,42",sim,,,,
Norte,17,Tocantins,TO,1712801,Maurilândia do Tocantins,"736,30","736,30",100,"-5,95","-47,51",sim,,,,
Norte,17,Tocantins,TO,1713205,Miracema do Tocantins,"2.663,75","2.663,74",100,"-9,57","-48,39",sim,,,,
Norte,17,Tocantins,TO,1713304,Miranorte,"1.033,30","1.033,30",100,"-9,52","-48,59",sim,,,,
Norte,17,Tocantins,TO,1713601,Monte do Carmo,"3.601,21","3.601,20",100,"-10,76","-48,11",sim,,,,
Norte,17,Tocantins,TO,1713700,Monte Santo do Tocantins,"1.072,92","1.072,92",100,"-10,01","-48,99",sim,,,,
Norte,17,Tocantins,TO,1713809,Palmeiras do Tocantins,"743,41","743,41",100,"-6,61","-47,55",sim,,,,
Norte,17,Tocantins,TO,1713957,Muricilândia,"1.194,37","1.194,37",100,"-7,14","-48,61",sim,,,,
Norte,17,Tocantins,TO,1714203,Natividade,"3.241,67","3.241,67",100,"-11,71","-47,73",sim,,,,
Norte,17,Tocantins,TO,1714302,Nazaré,"396,00","396,00",100,"-6,37","-47,67",sim,,,,
Norte,17,Tocantins,TO,1714880,Nova Olinda,"1.567,83","1.567,83",100,"-7,63","-48,43",sim,,,,
Norte,17,Tocantins,TO,1715002,Nova Rosalândia,"514,79","514,79",100,"-10,57","-48,91",sim,,,,
Norte,17,Tocantins,TO,1715101,Novo Acordo,"2.678,26","2.678,26",100,"-9,97","-47,68",sim,,,,
Norte,17,Tocantins,TO,1715150,Novo Alegre,"200,41","200,41",100,"-12,92","-46,57",sim,,,,
Norte,17,Tocantins,TO,1715259,Novo Jardim,"1.213,89","1.213,89",100,"-11,82","-46,63",sim,,,,
Norte,17,Tocantins,TO,1715507,Oliveira de Fátima,"209,29","209,29",100,"-10,71","-48,91",sim,,,,
Norte,17,Tocantins,TO,1715705,Palmeirante,"2.638,47","2.638,46",100,"-7,86","-47,93",sim,,,,
Norte,17,Tocantins,TO,1715754,Palmeirópolis,"1.708,98","1.708,98",100,"-13,04","-48,41",sim,,,,
Norte,17,Tocantins,TO,1716109,Paraíso do Tocantins,"1.292,27","1.292,27",100,"-10,18","-48,89",sim,,,,
Norte,17,Tocantins,TO,1716208,Paranã,"11.217,37","11.217,37",100,"-12,61","-47,88",sim,,,,
Norte,17,Tocantins,TO,1716307,Pau D'Arco,"1.375,55","1.375,55",100,"-7,54","-49,37",sim,,,,
Norte,17,Tocantins,TO,1716505,Pedro Afonso,"2.019,56","2.019,56",100,"-8,97","-48,18",sim,,,,
Norte,17,Tocantins,TO,1716604,Peixe,"5.303,61","5.303,61",100,"-12,04","-48,54",sim,,,,
Norte,17,Tocantins,TO,1716653,Pequizeiro,"1.206,12","1.206,12",100,"-8,59","-48,93",sim,,,,
Norte,17,Tocantins,TO,1716703,Colméia,"992,22","992,22",100,"-8,73","-48,76",sim,,,,
Norte,17,Tocantins,TO,1717008,Pindorama do Tocantins,"1.560,55","1.560,55",100,"-11,14","-47,58",sim,,,,
Norte,17,Tocantins,TO,1717206,Piraquê,"1.363,41","1.363,41",100,"-6,77","-48,29",sim,,,,
Norte,17,Tocantins,TO,1717503,Pium,"10.003,55","10.003,55",100,"-10,44","-49,18",sim,,,,
Norte,17,Tocantins,TO,1717800,Ponte Alta do Bom Jesus,"1.718,79","1.718,79",100,"-12,09","-46,48",sim,,,,
Norte,17,Tocantins,TO,1717909,Ponte Alta do Tocantins,"6.542,84","6.542,84",100,"-10,75","-47,54",sim,,,,
Norte,17,Tocantins,TO,1718006,Porto Alegre do Tocantins,"506,72","506,72",100,"-11,61","-47,05",sim,,,,
Norte,17,Tocantins,TO,1718204,Porto Nacional,"4.434,68","4.434,68",100,"-10,71","-48,41",sim,,,,
Norte,17,Tocantins,TO,1718303,Praia Norte,"301,00","301,00",100,"-5,40","-47,81",sim,,,,
Norte,17,Tocantins,TO,1718402,Presidente Kennedy,"771,72","771,72",100,"-8,53","-48,51",sim,,,,
Norte,17,Tocantins,TO,1718451,Pugmil,"401,17","401,17",100,"-10,43","-48,90",sim,,,,
Norte,17,Tocantins,TO,1718501,Recursolândia,"2.215,67","2.215,67",100,"-8,74","-47,24",sim,,,,
Norte,17,Tocantins,TO,1718550,Riachinho,"512,16","512,16",100,"-6,44","-48,14",sim,,,,
Norte,17,Tocantins,TO,1718659,Rio da Conceição,"845,82","845,82",100,"-11,40","-46,88",sim,,,,
Norte,17,Tocantins,TO,1718709,Rio dos Bois,"847,26","847,25",100,"-9,34","-48,54",sim,,,,
Norte,17,Tocantins,TO,1718758,Rio Sono,"6.346,28","6.346,28",100,"-9,35","-47,90",sim,,,,
Norte,17,Tocantins,TO,1718808,Sampaio,"222,44","222,44",100,"-5,35","-47,88",sim,,,,
Norte,17,Tocantins,TO,1718840,Sandolândia,"3.535,14","3.535,14",100,"-12,54","-49,93",sim,,,,
Norte,17,Tocantins,TO,1718865,Santa Fé do Araguaia,"1.671,24","1.671,24",100,"-7,15","-48,69",sim,,,,
Norte,17,Tocantins,TO,1718881,Santa Maria do Tocantins,"1.412,32","1.412,32",100,"-8,77","-47,75",sim,,,,
Norte,17,Tocantins,TO,1718899,Santa Rita do Tocantins,"3.281,22","3.281,22",100,"-10,86","-48,91",sim,,,,
Norte,17,Tocantins,TO,1718907,Santa Rosa do Tocantins,"1.804,69","1.804,69",100,"-11,44","-48,12",sim,,,,
Norte,17,Tocantins,TO,1719004,Santa Tereza do Tocantins,"539,51","539,51",100,"-10,28","-47,81",sim,,,,
Norte,17,Tocantins,TO,1720002,Santa Terezinha do Tocantins,"274,10","274,10",100,"-6,43","-47,67",sim,,,,
Norte,17,Tocantins,TO,1720101,São Bento do Tocantins,"1.099,58","1.099,58",100,"-6,03","-47,92",sim,,,,
Norte,17,Tocantins,TO,1720150,São Félix do Tocantins,"1.913,11","1.913,11",100,"-10,17","-46,66",sim,,,,
Norte,17,Tocantins,TO,1720200,São Miguel do Tocantins,"406,96","406,96",100,"-5,55","-47,58",sim,,,,
Norte,17,Tocantins,TO,1720259,São Salvador do Tocantins,"1.424,75","1.424,75",100,"-12,75","-48,24",sim,,,,
Norte,17,Tocantins,TO,1720309,São Sebastião do Tocantins,"289,60","289,60",100,"-5,26","-48,20",sim,,,,
Norte,17,Tocantins,TO,1720499,São Valério,"2.520,47","2.520,47",100,"-11,97","-48,23",sim,,,,
Norte,17,Tocantins,TO,1720655,Silvanópolis,"1.258,77","1.258,77",100,"-11,15","-48,17",sim,,,,
Norte,17,Tocantins,TO,1720804,Sítio Novo do Tocantins,"307,10","307,09",100,"-5,60","-47,64",sim,,,,
Norte,17,Tocantins,TO,1720853,Sucupira,"1.018,22","1.018,22",100,"-11,99","-48,91",sim,,,,
Norte,17,Tocantins,TO,1720903,Taguatinga,"2.341,92","2.341,92",100,"-12,40","-46,44",sim,,,,
Norte,17,Tocantins,TO,1720937,Taipas do Tocantins,"1.105,30","1.105,30",100,"-12,19","-46,99",sim,,,,
Norte,17,Tocantins,TO,1720978,Talismã,"2.155,50","2.155,50",100,"-12,80","-49,09",sim,,,,
Norte,17,Tocantins,TO,1721000,Palmas,"2.227,33","2.227,33",100,"-10,18","-48,33",sim,,,,
Norte,17,Tocantins,TO,1721109,Tocantínia,"2.609,78","2.609,78",100,"-9,56","-48,38",sim,,,,
Norte,17,Tocantins,TO,1721208,Tocantinópolis,"1.083,60","1.083,60",100,"-6,33","-47,42",sim,,,,
Norte,17,Tocantins,TO,1721257,Tupirama,"706,88","706,88",100,"-8,98","-48,19",sim,,,,
Norte,17,Tocantins,TO,1721307,Tupiratins,"889,13","889,13",100,"-8,40","-48,13",sim,,,,
Norte,17,Tocantins,TO,1722081,Wanderlândia,"1.365,43","1.365,43",100,"-6,85","-47,96",sim,,,,
Norte,17,Tocantins,TO,1722107,Xambioá,"1.190,49","1.190,49",100,"-6,41","-48,54",sim,,,,
Nordeste,21,Maranhão,MA,2100055,Açailândia,"5.805,16","5.805,16",100,"-4,95","-47,50",sim,,,,
Nordeste,21,Maranhão,MA,2100204,Alcântara,"1.167,96","1.167,96",100,"-2,41","-44,42",sim,,,,
Nordeste,21,Maranhão,MA,2100402,Altamira do Maranhão,"524,37","524,37",100,"-4,17","-45,46",sim,,,,
Nordeste,21,Maranhão,MA,2100436,Alto Alegre do Maranhão,"392,75","392,75",100,"-4,22","-44,45",sim,,,,
Nordeste,21,Maranhão,MA,2100477,Alto Alegre do Pindaré,"1.875,90","1.875,90",100,"-3,67","-45,85",sim,,,,
Nordeste,21,Maranhão,MA,2100501,Alto Parnaíba,"11.127,38","11.127,38",100,"-9,11","-45,93",sim,,,,
Nordeste,21,Maranhão,MA,2100550,Amapá do Maranhão,"502,40","502,40",100,"-1,68","-46,01",sim,,,,
Nordeste,21,Maranhão,MA,2100600,Amarante do Maranhão,"7.439,62","7.439,61",100,"-5,57","-46,75",sim,,,,
Nordeste,21,Maranhão,MA,2100709,Anajatuba,"940,49","940,49",100,"-3,27","-44,62",sim,,,,
Nordeste,21,Maranhão,MA,2100832,Apicum-Açu,"341,12","341,12",100,"-1,52","-45,08",sim,,,,
Nordeste,21,Maranhão,MA,2100873,Araguanã,"805,19","805,19",100,"-2,95","-45,67",sim,,,,
Nordeste,21,Maranhão,MA,2100956,Arame,"2.976,04","2.976,04",100,"-4,88","-46,01",sim,,,,
Nordeste,21,Maranhão,MA,2101004,Arari,"1.100,28","1.100,27",100,"-3,45","-44,78",sim,,,,
